FID;ID_MANANTIAL;LATITUD;LONGITUD;FECHA;CAUDAL;TEMPERATUR;OLOR;CARBONATO_;BICARBONAT;SULFURO_HI;PH_LABORATORIO;CONDUCTIVIDAD;ALCALINIDAD;BICARBON_1;CARBONATOS;SOLIDOS_SO;SOLIDOS_TOTAL;CLORUROS;SULFATOS;NITRATOS;CALCIO;MAGNESIO;ESTRONCIO;SODIO;POTASIO;HIERRO;MANGANESO;ALUMINIO;SILICIO;SILICE;BORO;LITIO;FLUOR;MERCURIO;ZINC;YODURO;BROMURO;NIQUEL;ARSENICO;ANTIMONIO;CESIO;RUBIDIO;DEUTERIO;OXIGENO18;GAS_CARBON;SULFURO__1;METANO;ARGON;NITROGENO;HELIO;HIDROGENO;RADON;PH_IN_SITU;CONDUCTIVIDAD_ELÉCTRICA;AMONIO;OXIGENO;CONSULTABL;OBSERVACIO;DEPOSITOS_;CLASIFICACIÓN;MONOXIDO_C;FOSFATOS;x;y
64;1138;4,84111769;-75,54763842;8/6/2011;1;61;Ausente;0;793;0;6,5;2273;650;793;0;1344;1424;382;12,27;-999;67;59;-999;310;43;0,7;0,1;-999;135;289,2857143;0;2,15;0,28;0,5;0;0;0;0;0;0;0;0;-90,18188528;-12,39325174;0;0;0;0;0;0;0;0;6,5;2273;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;0,128238503;-75,54763843;4,841117685
65;1139;4,84108931;-75,54821514;8/6/2011;2;62;Ausente;0;805,2;0;6,32;2292;660;805,2;0;1386;1452;458;12,73;-999;67,5;61;0,388;335;43,5;0,9;0,1;-999;128;274,2857143;0;2,15;0,26;0,5;0;0;0;0;0;0;0;0;-89,45066379;-12,18365893;0;0;0;0;0;0;0;0;6,32;2292;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;0,133143377;-75,54821514;4,841089312
66;1018;4,68343608;-75,31120016;4/12/1998;0;48;;0;577;0;6,12;0;703,94;577;0;0;0;3,5;734;0;94;90;0;140;14;94;90;140;14;30;0;0,3;0;0;-999;0;0;0;0;0;0;-999;0;0;0;0;0;0;0;0;0;0;6,12;0;0;0;1;;;Sulfatada;0;0;-75,31120016;4,683436078
67;1017;4,74088978;-75,44657273;1/1/1992;0;21;Ausente;0;0;0;5;1050;0;0;0;0;0;19;767;0;88;41;0;25;6,3;0;0;0;21,93333333;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1050;0;0;1;;;Sulfatada;0;0;-75,44657273;4,740889775
68;1019;4,59420499;-73,09774916;1/1/2003;4;73,7;Otro;0;72,6;-888;6,77;975;88,572;72,6;0;591,1985714;0;244;0,8;-999;52;2;1,1;160;6;0,5;0,2;-999;24;51,42857143;-999;0,1;0,47;0;-888;0;0;0;0;0;0;0;-48,3;-7,11;0;0;0;0;0;0;0;0;6,77;975;0;0;1;;Óxidos de Hierro;Clorurada;0;-888;-73,09774916;4,594204994
69;1141;4,8346856;-75,5455788;8/8/2011;0,7;55;Ausente;0;732;0;6,23;1960;600;732;0;1174;1246;362;6,16;-999;69;46;-999;285;42,4;1,4;0,1;-999;124;265,7142857;0;1,83;0,48;0,9;0;0;0;0;0;0;0;0;-89,11038586;-12,48370209;0;0;0;0;0;0;0;0;6,23;1960;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;-999;-75,54557881;4,834685603
70;1142;4,8350645;-75,5459401;8/8/2011;1;56;Ausente;0;744,2;0;6,13;1958;610;744,2;0;1168;1234;362;5,61;-999;69,1;47,2;-999;275;42,8;1,2;0,1;-999;125;267,8571429;0;1,85;0,41;0,9;0;0;0;0;0;0;0;0;-89,35893638;-12,62590944;0;0;0;0;0;0;0;0;6,13;1958;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;-999;-75,5459401;4,835064505
71;1143;4,83633585;-75,54746589;8/8/2011;0,7;58;Ausente;0;707,6;0;6,28;2078;580;707,6;0;1236;1298;390;37,72;-999;68,5;51;-999;293;46,5;0,9;-999;-999;114;244,2857143;0;0,5;0,28;2,15;0;0;0;0;0;0;0;0;-89,39779142;-12,20236215;0;0;0;0;0;0;0;0;6,28;2078;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;0,214424143;-75,54746589;4,83633585
72;1144;4,83701405;-75,54737723;8/8/2011;0,75;60;Ausente;0;683,2;0;6,14;2050;560;683,2;0;1200;1256;391;4,45;-999;60;47;-999;282;46;1,3;-999;-999;117;250,7142857;0;0,5;0,28;2,25;0;0;0;0;0;0;0;0;-88,49103857;-12,08705889;0;0;0;0;0;0;0;0;6,14;2050;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;0,23754712;-75,54737723;4,837014049
73;1145;4,83689582;-75,54770141;8/8/2011;0,75;52;Ausente;0;707,6;0;6,8;2028;580;707,6;0;1212;1280;369;3,86;17,6;70,5;49;-999;307;44,5;0,1;-999;-999;114;244,2857143;0;0,5;0,29;2,2;0;0;0;0;0;0;0;0;-88,71625577;-12,20697428;0;0;0;0;0;0;0;0;6,8;2028;0;0;1;;;Bicarbonatada;0;0,295704909;-75,54770141;4,836895824
74;1146;4,83720334;-75,54762998;8/8/2011;2;56;Ausente;0;695,4;0;6,03;2065;570;695,4;0;1256;1300;385;4,4;-999;65;47;-999;271;46;1,3;-999;-999;120;257,1428571;0;0,5;0,3;2,25;0;0;0;0;0;0;0;0;-87,65413824;-11,62805486;0;0;0;0;0;0;0;0;6,03;2065;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;0,210219965;-75,54762998;4,837203343
75;1147;4,87563938;-75,26546667;4/14/2011;4;32;Leve;0;0;0;3,07;2539;0;0;0;2454;2528;52,5;1778,86707;2,290470675;449;22,7;0;43;10,55;15,315;0,722;26,9;24,2;51,85714286;0;-999;1,76;-999;-999;0;0;0;0;0;0;0;-105,0740135;-14,37190406;0;0;0;0;0;0;0;0;3,07;2539;0;0;1;;Azufre Coloidal;Sulfatada;0;-999;-75,26546667;4,875639377
76;1148;4,87689057;-75,26347685;4/14/2011;0;31;Leve;0;0;0;3,12;2421;0;0;0;2330;2394;53,8125;1679,395681;2,071842326;402,5;87,8;0;44,5;10,6;14,07;2,78;62,5;106;227,1428571;0;-999;1,86;0,203;-999;0;0;0;0;0;0;0;-106,7379574;-14,70220425;0;0;0;0;0;0;0;0;3,12;2421;0;0;1;;Azufre Coloidal;Sulfatada Cálcica;0;-999;-75,26347685;4,876890566
77;1149;4,83383159;-75,18641982;4/13/2011;0,25;38;Ausente;0;183;0;7,17;2920;150;183;0;1712;1758;800,625;74,73315512;0,7768898;96;1,05;0;448;15,3;-999;0,36;-999;43,5;93,21428571;0;3,4;2,02;-999;-999;0;0;0;0;0;0;0;-86,34253146;-13,71526458;0;0;0;0;0;0;0;0;7,17;2920;0;0;1;;Óxidos de Hierro;Clorurada;0;-999;-75,18641982;4,833831586
78;924;2,3403623;-76,31323059;4/7/1988;0;32;;0;33;0;5,5;0;27,04918033;33;0;0;0;25;955;0;237;62,5;0;54,5;9,23;0;0;0;53,66666667;115;0,22;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;1;Nombre en informe: UP (Upper spring);;Sulfatada;0;0;-76,3132306;2,3403623
79;1150;4,65883247;-75,39747782;3/30/2011;1,25;27;Ausente;0;915;0;6,23;1311;750;915;0;500;894;6,5625;80,25639995;-999;153,8;62,9;0;50,2;8,84;14,475;1,84;-999;69,5;148,9285714;0;-999;0,193;-999;-999;0;0;0;0;0;0;0;-97,90637542;-13,65743918;0;0;0;0;0;0;0;0;6,23;1311;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;-999;-75,39747782;4,658832466
80;1151;4,61815747;-75,33830606;3/21/2011;2;33,2;Ausente;0;439,2;0;7,44;1420;360;439,2;0;1090;1126;61,6875;497,1071761;1,38232215;80,3;119;0;95,95;15,45;0,05;-999;-999;78,7;168,6428571;0;-999;0,356;0,283;-999;0;0;0;0;0;0;0;-88,52770909;-12,73422863;0;0;0;0;0;0;0;0;7,44;1420;0;0;1;;;Sulfatada;0;0,205490281;-75,33830606;4,618157475
81;1152;4,61529373;-75,33704861;3/22/2011;10;48,5;Ausente;0;1268,8;0;6,33;3130;1040;1268,8;0;2300;2428;171,9375;727,3123899;0,45735606;182;243;0;241,5;36,35;2,09;0,4165;-999;97,6;209,1428571;0;-999;0,459;0,234;-999;0;0;0;0;0;0;0;-96,29028372;-13,09218304;0;0;0;0;0;0;0;0;6,33;3130;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;-999;-75,33704861;4,615293733
82;1153;4,61666873;-75,33660954;3/22/2011;0,06;49;Ausente;0;1342;0;6,43;3290;1100;1342;0;2426;2770;181,125;789,8372627;4,359031204;192;240;0;256,5;42,8;2,06;0,462;-999;96,55;206,8928571;0;-999;0,469;-999;-999;0;0;0;0;0;0;0;-96,14176036;-13,30386346;0;0;0;0;0;0;0;0;6,43;3290;0;0;1;;;Bicarbonatada;0;-999;-75,33660954;4,616668735
83;1154;4,61666923;-75,33633023;3/22/2011;0,06;49,5;Ausente;0;1244,4;0;6,36;3180;1020;1244,4;0;2386;2544;97,125;880,7825324;3,736781289;186;223,5;0;245;44,1;2,46;0,4185;-999;101;216,4285714;0;-999;0,446;-999;-999;0;0;0;0;0;0;0;-96,57173958;-13,38371895;0;0;0;0;0;0;0;0;6,36;3180;0;0;1;;Óxidos de Hierro;Bicarbonatada-Sulfatada;0;-999;-75,33633023;4,616669231
84;1155;4,61122636;-75,33645579;3/22/2011;0,5;47,5;Ausente;0;768,6;0;6,16;2676;630;768,6;0;1976;2262;141,75;872,2564133;1,819578847;138;202;0;208,5;41,4;1,23;0,4705;-999;97,4;208,7142857;0;-999;0,411;-999;-999;0;0;0;0;0;0;0;-94,68032334;-13,19358684;0;0;0;0;0;0;0;0;6,16;2676;0;0;1;;Óxidos de Hierro;Sulfatada;0;-999;-75,33645579;4,611226363
85;1156;4,6109666;-75,33508582;3/22/2011;1;52,5;Ausente;0;829,6;0;6,27;2960;680;829,6;0;2342;2492;157,5;923,4131275;0,827342496;148;225;0;230;48,05;1,13;0,559;-999;107,5;230,3571429;0;-999;0,374;0,169;-999;0;0;0;0;0;0;0;-97,24677719;-13,51681144;0;0;0;0;0;0;0;0;6,27;2960;0;0;1;;Óxidos de Hierro;Sulfatada;0;-999;-75,33508582;4,610966603
86;1157;4,60986363;-75,33507487;3/22/2011;0,8;46;Ausente;0;927,2;0;6,2;2843;760;927,2;0;2206;2524;152,25;860,8882546;4,527206856;151;212;0;213,5;43,45;1,93;1,305;-999;95,85;205,3928571;0;-999;0,372;-999;-999;0;0;0;0;0;0;0;-95,65021851;-13,49906577;0;0;0;0;0;0;0;0;6,2;2843;0;0;1;;Óxidos de Hierro;Sulfatada-Bicarbonatada;0;-999;-75,33507487;4,609863628
87;1158;4,61507822;-75,33621931;3/23/2011;0,53;46,5;Ausente;0;1329,8;0;6,67;3300;1090;1329,8;0;2402;2568;185,0625;809,7315405;2,122295022;188,5;250,5;0;254;43,55;-999;0,5385;-999;89,55;191,8928571;0;-999;0,382;-999;-999;0;0;0;0;0;0;0;-96,80925077;-13,3875216;0;0;0;0;0;0;0;0;6,67;3300;0;0;1;;Óxidos de Hierro;Bicarbonatada-Sulfatada;0;-999;-75,33621931;4,615078222
88;1159;4,61520254;-75,33748994;3/23/2011;0,2;50;Ausente;0;1342;0;6,49;3350;1100;1342;0;2444;2598;189;592,7;1,970936935;171;220;0;251,5;41,75;-999;0,512;-999;80;171,4285714;0;-999;0,338;-999;-999;0;0;0;0;0;0;0;-97,69586092;-13,54596503;0;0;0;0;0;0;0;0;6,49;3350;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;-999;-75,33748994;4,61520254
89;1160;4,80963784;-75,15196872;4/18/2011;1;41,5;Ausente;0;80,52;0;8,21;277,1;66;80,52;0;146;176;38,0625;4,541019302;0,339633103;6,6;-999;0;48,9;0,84;-999;-999;-999;35,5;76,07142857;0;0,5;6,74;-999;-999;0;0;0;0;0;0;0;-79,02030612;-11,48571857;0;0;0;0;0;0;0;0;8,21;277,1;0;0;1;;;Bicarbonatada;0;-999;-75,15196872;4,809637843
90;1161;4,8106501;-75,15221366;4/18/2011;0,2;29,5;Ausente;0;79,3;0;6,65;159,8;65;79,3;0;108;166;15,8;4,6;1,045970845;8,42;0,59;0;27;0,87;-999;-999;-999;37,6;80,57142857;0;0,3;2,78;-999;-999;0;0;0;0;0;0;0;-70,4321621;-10,24639533;0;0;0;0;0;0;0;0;6,65;159,8;0;0;1;;;Bicarbonatada;0;-999;-75,15221366;4,810650102
91;1132;4,88958661;-75,39272467;7/28/2011;0,3;53;Fuerte;0;500,2;0;6,24;703;410;500,2;0;580;618;3,1;28,6;-999;44,4;36,3;-999;54,9;15,5;0,5;-999;-999;138;295,7142857;0;0,2;0,36;-999;0;0;0;0;0;0;0;0;-53,47624306;-6,85110182;0;0;0;0;0;0;0;0;6,24;703;0;0;1;;Azufre Coloidal;Bicarbonatada;0;-999;-75,39272467;4,889586611
92;1162;4,58726371;-75,31296145;3/23/2011;0,4;37;Ausente;0;1317,6;0;6,2;2581;1080;1317,6;0;1756;1830;105,2625;400,4778271;0,188275016;170,5;210;0;194;34,2;2,95;0,31;-999;89,35;191,4642857;0;-999;0,385;0,519;-999;0;0;0;0;0;0;0;-98,69226543;-13,67778996;0;0;0;0;0;0;0;0;6,2;2581;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;-999;-75,31296145;4,587263714
93;1163;4,58920701;-75,31326211;4/21/2011;0,2;29;Leve;0;1061,4;0;6,27;2174;870;1061,4;0;1564;1656;81,375;494,2651364;0,17145745;131,5;204;0;139;17,65;2,48;0,486;-999;118;252,8571429;0;-999;0,374;-999;-999;0;0;0;0;0;0;0;-98,21845088;-12,12191571;0;0;0;0;0;0;0;0;6,17;1972;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;-999;-75,31326211;4,589207014
94;1164;4,59002845;-75,31401133;4/21/2011;0,1;28;Leve;0;1012,6;0;6,5;1943;830;1012,6;0;1344;1410;74,8125;370,113226;1,130058671;137;206;0;111,2;14,7;0,44;0,1;-999;99,9;214,0714286;0;0,8;0,321;-999;-999;0;0;0;0;0;0;0;-101,8828462;-12,76371811;0;0;0;0;0;0;0;0;6,5;1943;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;-999;-75,31401134;4,590028448
95;1165;4,58945849;-75,31422659;4/21/2011;0,2;32;Leve;0;1195,6;0;6,33;1766;980;1195,6;0;1630;1730;99,75;389,1096684;0,575079017;158;220;0;164;19,8;2,14;0,488;-999;113;242,1428571;0;0,9;0,352;-999;-999;0;0;0;0;0;0;0;-100,464682;-12,92907331;0;0;0;0;0;0;0;0;6,33;1766;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;-999;-75,31422659;4,589458491
96;1166;4,51297859;-75,40726357;3/26/2011;0,3;29;Ausente;0;1512,8;0;6,17;1972;1240;1512,8;0;446;1436;45,9375;38,00603649;9,824739918;467;42,1;0;47,1;6,2;14,9;1,32;-999;62,2;133,2857143;0;0,6;0,137;-999;0,086;0;0;0;0;0;0;0;-69,01114579;-10,07354968;0;0;0;0;0;0;0;0;6,27;2174;0;0;1;;;Bicarbonatada;0;-999;-75,40726357;4,512978591
97;1167;4,47585665;-75,38764878;3/25/2011;0,25;82;Ausente;0;610;0;6,94;1715;500;610;0;1286;1314;127,3125;155,5;1,399139715;14;11,1;0;292;27,72;0,16;-999;-999;208;445,7142857;0;2,8;0,08;-999;-999;0;0;0;0;0;0;0;-57,88301242;-6,932244528;0;0;0;0;0;0;0;0;6,94;1715;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;0,908293737;-75,38764878;4,475856648
98;1168;4,47598404;-75,38718959;3/25/2011;0;74;Ausente;0;549;0;6,99;1100;450;549;0;0;0;184;172,8;0;20;13;0;322;28;0;0;0;128,8;276;15,14;2,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,99;1100;270;0;1;;Óxidos de Hierro;Bicarbonatada;0;0;-75,38718959;4,475984042
99;1169;4,47424268;-75,39027627;3/25/2011;0,8;74;Leve;0;756,4;0;7,34;2165;620;756,4;0;1520;1554;205,3;193,9067661;2,105477457;28;12,7;0;386;42,3;-999;-999;-999;151;323,5714286;0;3,4;0,124;-999;-999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,34;2165;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;0,894643629;-75,39027627;4,474242678
100;1170;4,47373374;-75,39175268;3/25/2011;1;81,5;Ausente;0;695,4;0;6,75;2149;570;695,4;0;1456;1460;216,8;201,9;1,06278841;22;16,07;0;378;34,2;-999;-999;-999;92,3;197,7857143;0;3,2;0,101;-999;-999;0;0;0;0;0;0;0;-72,08142012;-11,13801916;0;0;0;0;0;0;0;0;6,75;2149;0;0;1;;;Bicarbonatada;0;0,880993521;-75,39175268;4,473733744
101;1171;4,47373374;-75,39175268;3/25/2011;0,06;84,5;Ausente;0;658,8;0;6,98;2067;540;658,8;0;1478;1484;227,1;179,7;1,079605975;22;9,98;0;385;36;-999;-999;-999;92,5;198,2142857;0;3,4;0,092;0,314;-999;0;0;0;0;0;0;0;-59,13502196;-7,600281661;0;0;0;0;0;0;0;0;6,98;2067;0;0;1;;Carbonatos;Bicarbonatada;0;0,764967603;-75,39175268;4,473733744
102;1172;4,47190865;-75,40115381;3/26/2011;0,5;57;Ausente;0;915;0;7,32;2073;750;915;0;1434;1486;144,4;171,2;1,769126151;82;31,1;0;300;32,1;0,05;0,061;-999;118;252,8571429;0;3,2;0,187;0,262;-999;0;0;0;0;0;0;0;-60,31460444;-7,332625948;0;0;0;0;0;0;0;0;7,32;2073;0;0;1;;Carbonatos;Bicarbonatada;0;0,303771058;-75,40115381;4,471908651
103;1176;4,84707799;-75,53378143;7/22/2011;1,5;76;Ausente;0;329,4;0;6,36;3120;270;329,4;0;1290;2264;671;27,8;0,73;40,5;10,5;-999;450;65;0,7;0,4;-999;88,1;188,7857143;0;4,7;0,45;2;0;0;0;0;0;0;0;0;-44,57685619;-5,21997083;0;0;0;0;0;0;0;0;6,36;3120;0;0;1;;Óxidos de Hierro;Clorurada;0;1,604705308;-75,53378143;4,847077987
104;1173;4,50660743;-75,4058737;3/26/2011;0,25;42;Ausente;0;2025,2;0;6,38;2970;1660;2025,2;0;1190;1278;93,1875;5,180478229;4,375848769;485;60,9;0;87,5;8,1;9,71;0,871;-999;80,7;172,9285714;0;1,2;0,152;-999;0,104;0;0;0;0;0;0;0;-57,88301242;-6,932244528;0;0;0;0;0;0;0;0;6,38;2970;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;-999;-75,4058737;4,506607432
105;1174;3,28962784;-75,02755956;3/15/2011;0,75;43,5;Leve;0;366;0;7,51;1157;300;366;0;664;664;166,69;51,3;0,221910146;44,2;6,56;0;174;9,52;-999;0,0975;-999;18,1;38,78571429;0;-999;4,07;0,417;-999;0;0;0;0;0;0;0;-52,11958171;-8,421872349;0;0;0;0;0;0;0;0;7,51;1157;0;0;1;;;Bicarbonatada;0;-999;-75,02755956;3,28962784
106;1175;4,84086469;-75,52662144;7/22/2011;3,5;50;Ausente;0;213,5;0;5,89;1164;175;213,5;0;674;684;277;19,08;20,92;21,6;20,1;-999;178;20,2;0,8;0,2;-999;44,7;95,78571429;0;1,56;0,3;0,9;0;0;0;0;0;0;0;0;-86,28460405;-11,913823;0;0;0;0;0;0;0;0;5,89;1164;0;0;1;;;Clorurada;0;0,160470531;-75,52662144;4,840864695
107;1177;4,84823481;-75,53392811;7/22/2011;0,5;81;Ausente;0;323,3;0;6,34;3330;265;323,3;0;1826;1906;801;41,8;-999;42;11;-999;490;70,5;0,3;0,4;-999;95,8;205,2857143;0;5,4;0,56;0,5;0;0;0;0;0;0;0;0;-44,13668612;-5,101326135;0;0;0;0;0;0;0;0;6,34;3330;0;0;1;;;Clorurada;0;1,07217615;-75,53392811;4,848234809
108;1178;4,85347614;-75,53483157;7/23/2011;3;64;Ausente;0;561,2;0;6,18;2416;460;561,2;0;1092;1814;544;24,84;-999;41,5;33;-999;470;51;0,8;0,3;-999;116;248,5714286;0;3,2;0,31;0,5;0;0;0;0;0;0;0;0;-46,50792488;-6,227983624;0;0;0;0;0;0;0;0;6,18;2416;0;0;1;;Óxidos de Hierro;Clorurada;0;0,116326666;-75,53483157;4,853476144
109;1179;4,85009785;-75,5335716;7/23/2011;1;70,5;Ausente;0;353,8;0;6,48;3280;290;353,8;0;1804;1870;766;42,45;1,4;41,5;10;-999;490;66;0,6;0,4;-999;92;197,1428571;0;4,95;0,64;0,5;0;0;0;0;0;0;0;0;-44,37920563;-3,489813559;0;0;0;0;0;0;0;0;6,48;3280;0;0;1;;;Clorurada;0;4,078163111;-75,53357161;4,850097848
110;1180;4,84928399;-75,53368702;7/23/2011;0,5;80,5;Ausente;0;341,6;0;6,29;3190;280;341,6;0;1720;1818;780;39,05;-999;43,5;10,5;0,349;475;68;0,9;0,4;-999;97,2;208,2857143;0;4,9;0,55;0,5;0;0;0;0;0;0;0;0;-44,45076877;-3,667313495;0;0;0;0;0;0;0;0;6,29;3190;0;0;1;;;Clorurada;0;1,037141337;-75,53368702;4,849283986
111;911;4,84142348;-75,54836006;8/6/2011;2;63;Ausente;0;793;0;6,27;2298;650;793;0;1364;0;419;12,57;-999;68;59;0,205;1364;317;0,7;0,1;-999;137;293,5714286;0;2,15;0,27;0,5;0;0;0;0;0;0;0;0;-88,99566995;-12,20469613;0;0;0;0;0;0;0;0;6,27;2298;0;0;1;;;Bicarbonatada;0;0;-75,54836006;4,84142348
112;1181;4,67703387;-75,30672855;3/30/2011;1;38,7;Ausente;0;317,2;0;6,13;1264;260;317,2;0;1054;1112;5,25;517,1263374;0,205092581;118;64,5;0;82,7;7,63;12,95;1,17;-999;90,8;194,5714286;0;-999;0,705;-999;-999;0;0;0;0;0;0;0;-94,46041276;-12,86844379;0;0;0;0;0;0;0;0;6,13;1264;0;0;1;;Óxidos de Hierro;Sulfatada;0;-999;-75,30672855;4,677033867
113;912;4,875287;-75,27044157;2/12/1991;0;33;;0;0;0;0;0;0;0;0;0;0;0;0;0;396;78;0;90;16,2;4,6;2,8;70;42;90;0;0,09;0;0;0;0;0;0;0;0;0;-999;0;0;0;0;0;0;0;0;0;0;2,71;0;0;0;1;;;;0;0;-75,27044157;4,875287002
114;1182;4,68343608;-75,31120016;3/30/2011;2;41,5;Ausente;0;390,4;0;6,01;1647;320;390,4;0;1302;1362;6,5625;559,632049;0,238727711;85,7;88,2;0;123,4;18,26;7,46;1,12;-999;66,3;142,0714286;0;-999;0,917;0,218;-999;0;0;0;0;0;0;0;-101,0798985;-14,10205222;0;0;0;0;0;0;0;0;6,01;1647;0;0;1;;Óxidos de Hierro;Sulfatada;0;-999;-75,31120016;4,683436078
115;1190;5,85172448;-77,28540956;4/3/2013;1,5;45;;0;805;0;6,12;8830;659,8360656;805;0;5327;0;2671,25309;178,4635359;3,179946715;308,3729167;91,47875;1,15075;1462;41,03583333;-999;0,482;-999;67,08388889;143,7511905;42,99;2,573;-999;0;-999;0;0;0;0;0;0;0;-36,22531772;-5,023926008;0;0;0;0;0;0;0;0;6,12;8830;0;0;1;;;Clorurada;0;4,864413729;-77,28540956;5,851724479
116;1191;5,59654468;-77,44744344;4/4/2013;1,5;36,8;;29;124;0,18;8,4;1008;149,9726776;124;29;584;0;227,1255118;0,514661417;-999;5,382229167;0,189875;-999;178;1,177;-999;0,9715;-999;16,55333333;35,47142857;3,21375;0,092;2,929569186;0;-999;0;0;0;0;0;0;0;-46,30559819;-7,206322854;0;0;0;0;0;0;0;0;8,4;1008;0;0;1;;;Clorurada;0;-999;-77,44744344;5,596544678
117;1192;4,90244923;-75,30461336;4/15/2011;0,2;23;Ausente;0;0;0;3,37;4380;0;0;0;6168;0;15,75;4845,05323;1,550497803;320;200;0;50;15,2;339;15,2;62,5;64,5;138,2142857;0;-999;0,149;-999;1,63;0;0;0;0;0;0;0;-106,5618894;-14,87185682;0;0;0;0;0;0;0;0;3,37;4380;0;0;1;;;Sulfatada;0;-999;-75,30461336;4,902449225
118;1193;4,84652938;-75,27020634;5/21/2011;0;22,5;Ausente;0;646,6;0;6,26;2038;530;646,6;0;0;1824;27,50431755;489,2636309;1,193601761;183;124;0,5;130,5;26;2,9;0,2;-999;94;201,4285714;0;-999;0,51;1,217;0;0;0;0;0;0;0;0;-106,7126263;-15,22835143;0;0;0;0;0;0;0;0;6,26;2038;0;0;1;;Óxidos de Hierro;Bicarbonatada-Sulfatada;0;-999;-75,27020634;4,846529383
119;1194;4,84557144;-75,26997029;5/21/2011;0;21,5;Ausente;0;402,6;0;6,41;1194;330;402,6;0;0;940;11,55792893;298,8397871;1,57323519;82,5;73,9;-999;74,4;16,4;4,5;0,3;-999;57;122,1428571;0;-999;0,66;0,686;0;0;0;0;0;0;0;0;-105,3550639;-15,1579695;0;0;0;0;0;0;0;0;6,41;1194;0;0;1;"Nacimiento en ""Tembladero""";Óxidos de Hierro;Bicarbonatada;0;-999;-75,26997029;4,845571441
120;1195;4,84207078;-75,28604366;5/21/2011;1,5;19,5;Fuerte;0;0;0;3,89;2156;0;0;0;0;2024;108,7429416;1281,244985;-999;327,5;76;0,5;82;10,5;0,6;2;10,8;57;122,1428571;0;-999;2,06;0,615;0;0;0;0;0;0;0;0;-108,141206;-15,76437833;0;0;0;0;0;0;0;0;3,89;2156;0;0;1;Varios nacimientos;Pátina Blanca;Sulfatada;0;-999;-75,28604366;4,842070778
121;1196;4,84577897;-75,27020501;7/26/2011;0,2;28;Ausente;0;549;0;6,28;1568;450;549;0;0;1334;19,9;560;0,94;117,7;93,4;-999;121,6;22,2;3,5;-999;-999;75,2;161,1428571;0;0,2;1,08;0,08;0;0;0;0;0;0;0;0;-67,62529696;-9,95454807;0;0;0;0;0;0;0;0;6,28;1568;0;0;1;;Óxidos de Hierro;Sulfatada;0;-999;-75,27020501;4,845778969
122;1197;4,85920749;-75,25870963;7/26/2011;2,5;22;Fuerte;0;268,4;0;5,43;2242;220;268,4;0;0;1952;50,2;916;-999;298;60;-999;151;8,5;0,2;-999;1;27,4;58,71428571;0;-999;1,82;2;0;0;0;0;0;0;0;0;-68,38920501;-9,896627038;0;0;0;0;0;0;0;0;5,43;2242;0;0;1;;Pátina Blanca;Sulfatada;0;-999;-75,25870963;4,859207491
123;1198;4,85990514;-75,25276194;7/26/2011;2;21;Fuerte;0;298,9;0;5,45;2229;245;298,9;0;0;1926;48,8;1143;-999;310;62,5;-999;142;8,5;0,1;-999;-999;37,1;79,5;0;-999;1,4;2;0;0;0;0;0;0;0;0;-68,32786518;-9,326758823;0;0;0;0;0;0;0;0;5,45;2229;0;0;1;;Pátina Blanca;Sulfatada;0;-999;-75,25276194;4,859905141
124;1199;4,79758422;-75,16083045;4/18/2011;0,3;36,5;Ausente;0;915;0;9,14;1311;750;915;0;0;500;6,5625;80,25639995;-999;153,8;62,9;0;50,2;8,84;14,475;1,84;-999;69,5;148,9285714;0;-999;0,193;-999;-999;0;0;0;0;0;0;0;-106,7126263;-15,22835143;0;0;0;0;0;0;0;0;9,14;239,8;0;0;1;;;Bicarbonatada;0;-999;-75,16083045;4,797584224
125;1208;2,53666088;-76,24633895;7/14/2012;4;48,1;;0;342;0;6,36;514;280,3278689;342;0;0;0;1,6;0,1;-999;19,9;20,1;0,1;53;17,9;0,4;0,2;-999;107;229,2857143;-999;-999;0,3;0;-999;0;0;0;0;0;0;0;-71,75;-10,81;0;0;0;0;0;0;0;0;6,36;514;0;0;1;;;Bicarbonatada;0;-999;-76,24633895;2,536660876
